Application Issues,Unable to access US mails in KGS laptop.
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonAsmcuActiveConference
Operating System,Symptom:ServerName: inblrkgsapp26.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp88.in.kworld.kpmg.com Impacted Service: Snmp POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp88.in.kworld.kpmg.com Impacted Service: Snmp POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsdb34.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp88.in.kworld.kpmg.com Impacted Service: Snmp POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:edge:perfmonSipMessagesInServerLssi POC t
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonAsmcuActiveConference
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonAsmcuActiveConference
Operating System,Symptom:ServerName: inblrkgsapp17.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonAsmcuActiveConference
Operating System,Symptom:ServerName: inblrkgsapp26.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonAsmcuActiveConference
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrsms33.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp26.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:registration:perfmonSipMessagesInServerLs
Operating System,Symptom:ServerName: inblrkgsapp17.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp25.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:registration:perfmonSipMessagesInServerLs
Operating System,Symptom:ServerName: inblrkgsapp17.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonAsmcuActiveConference
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonAsmcuActiveConference
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonAsmcuActiveConference
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,Symptom:ServerName: inblrkgsapp18.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp26.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp18.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp18.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:registration:perfmonSipMessagesInServerLs
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:registration:perfmonSipMessagesInServerLs
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsdb34.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:registration:perfmonSipMessagesInServerLs
Operating System,Symptom:ServerName: inblrkgsapp26.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp26.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp26.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp17.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:registration:perfmonSipMessagesInServerLs
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:registration:perfmonSipMessagesInServerLs
Operating System,Symptom:ServerName: inblrkgsapp17.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp18.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp26.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp17.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonAsmcuActiveConference
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp26.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonAsmcuActiveConference
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonAsmcuActiveConference
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,Symptom:ServerName: inblrkgsapp17.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonDatamcuActiveConferen
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:registration:perfmonSipMessagesInServerLs
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:registration:perfmonSipMessagesInServerLs
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:registration:perfmonSipMessagesInServerLs
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:registration:perfmonSipMessagesInServerLs
Operating System,Symptom:ServerName: inblrkgsapp18.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:registration:perfmonSipMessagesInServerLs
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:registration:perfmonSipMessagesInServerLs
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:registration:perfmonSipMessagesInServerLs
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:registration:perfmonSipMessagesInServerLs
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonAsmcuActiveConference
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonAsmcuActiveConference
Operating System,Symptom:ServerName: inblrkgsapp25.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonAsmcuActiveConference
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsdb34.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp17.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp26.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp25.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:edge:perfmonSipMessagesInServerLssi POC t
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:edge:perfmonSipMessagesInServerLssi POC t
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:edge:perfmonSipMessagesInServerLssi POC t
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:edge:perfmonSipMessagesInServerLssi POC t
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:edge:perfmonSipMessagesInServerLssi POC t
Operating System,Symptom:ServerName: inblrkgsapp17.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:edge:perfmonSipMessagesInServerLssi POC t
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp26.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,"Symptom:ServerName: Copyright 1998-2018 BMC Software, Inc. as an unpublished work. All rights reserved. Impacted Service: Copyright 1998-2018 BMC Sof"
Operating System,Symptom:ServerName: inblrkgsapp26.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Application Issues,Not able to access internet explorer in indian environment
Hosted Applications,Need to increase the speed of Vmware
Login issues,Latest windows credentials not being accepted and system getting locked
Application Issues,"Skype is not showcasing the status of staffs, it just shows ""Updating"" beside the name"
Application Issues,Rekonnect not wokring
Login issues,Unable to login to the system.
Application Issues,I need Cisco Access
Application Issues,Unable to send emails
Application Issues,Unable to access converge.
Application Issues,Unable to access GLMS webpage.
Hardware Issues,Laptop keyboard not working.
Application Issues,Rekonnect access related
Application Issues,
Application Issues,Attaching Files
Application Issues,Please help in enabling macros and installing super macros.
Application Issues,Please guide me regarding the skype installation. Thank you.
Application Issues,Issue with Skype
Application Issues,Unable to send and receive mails.
Application Issues,Unable to access GLMS webpage.
Application Issues,Unable to access the KPMG home page and training links. Please find the attached image for your reference
Hardware Issues,Forgot Bridge Details
Application Issues,Font installation
Application Issues,Skype issue
Application Issues,"Could you please uninstall the ""Visual Studio 2015 Professional"" from my system as i dont need it now."
Application Issues,India Home page is not opening
Application Issues,Fonts installation. .
Application Issues,Remote desktop manager
Operating System,Query
Application Issues,"Please Install MS Project on my machine, am not able to open few documents."
Application Issues,Skype meeting Option is not appearing in outlook
Operating System,Extending Sai for Wednesday
Application Issues,Minitab Statistical Software
Application Issues,A course in Learning Development portal not completing
Application Issues,Setup Cisco any connect
Hardware Issues,IP Phone not turning ON.
Hosted Applications,Need to update GP Id in UK VDI.
Application Issues,Reconnect IFSC Code is not showing in bank Details
Application Issues,HGS not working. I forgot my password and then I did forgot password but unable to access the portal.
Application Issues,Skype not active
Hosted Applications,unable to login VDI.
Application Issues,I am Unable to login to the Skype
Application Issues,Skype activation
Application Issues,I'm facing an issue in filling the timesheet sine last week. if not done today i'll be a defaulter again this time.
Application Issues,"Network Drive automatically disconnected, throwing error upon reconnecting again. Network discovery is also turned off to map new drives."
Application Issues,Unable to access Skype.
Application Issues,Installation of Adobe flash player.
Application Issues,Unable to access Exit clearance page in Re-Konnect.
Application Issues,"This to inform you that since morning I am facing the error, due to which I am unable to upload the supporting documents to the report"
Application Issues,ReKonnect is not working
Login issues,Unable to login to the system.
Application Issues,Unable to send email.
Application Issues,G drive access.
Application Issues,Java Application is not working Please look into this as it is my last working day
Application Issues,My PD page is not functioning
Operating System,"Laptop not getting switched on properly, receiving some error."
Hardware Issues,System setup
Hardware Issues,IP Phone not working.
Application Issues,Unable to access Exit clearance webpage in Re-Konnect.
Application Issues,"Unable to change Cost center from ""GDC-Audit-Business"" to "" GDC Audit-Management"" in Reconnect"
Application Issues,
Application Issues,Mails not getting updated.
Network Issues,Unable to connect to internet.
Hosted Applications,Unable to work on engagement.
Operating System,Symptom:ServerName: inblrkgsapp16.in.kworld.kpmg.com Impacted Service: skype@hostInblrkgsapp16~inblrkgsapp16:conferencing:perfmonImmcuActiveConference
Operating System,Symptom:ServerName: inblrsms33.in.kworld.kpmg.com Impacted Service: POC ticket ignore
Operating System,Symptom:ServerName: inblrkgsapp88.in.kworld.kpmg.com Impacted Service: Snmp POC ticket ignore
Operating System,Symptom:ServerName: microsoft.systemcenter.agentwatchersgroup Impacted Service: POC ticket ignore
Application Issues,Rekonnect STS not enabled for Last week
Application Issues,GIT is not working
Application Issues,Unable to access Re-Konnect Exit clearance page.
Application Issues,Skype is not working
Application Issues,Doc Upload Risk Error
Hosted Applications,My UK outlook got crashed and it is not working.
Hosted Applications,Unable to login to UK VDI.
Operating System,
Application Issues,Re-Konnect is not working
Operating System,
Hosted Applications,
Hosted Applications,Unable to access Skype
Hosted Applications,Unable to login in VMware.
Hardware Issues,Projector issue in Eco meeting Room.
Application Issues,Outlook not working
Application Issues,Request for the Link Access
Application Issues,Rekonnect not working
Hosted Applications,VMware is crashing
Application Issues,Regarding time sheet
Hosted Applications,VM Ware login issue
Application Issues,Not able to open Exit clearance page in Rekonnect. Error message of security settings is displayed.
Application Issues,Not able to login to Skype
Hosted Applications,VMware is very slow
Application Issues,Need access to printer.
Application Issues,Unable to sign in to Skype
Application Issues,Unable to send email
Application Issues,Skype is not working
Application Issues,Skype is not working properly
Application Issues,Outlook not updating mails
Application Issues,Error in Reconnect
Application Issues,Reconnect is not working
Application Issues,Unable to access my Skype
Application Issues,Unable to login to Skype for Business
Login issues,"Hi, Requesting you to unlock system for the user Reddy, Gopinadh <gopinadhreddy1@kpmg.com>."
Hardware Issues,Mouse cursor is not working.
Application Issues,Skype meeting is not working in local outlook
Hardware Issues,Monitor Issue
Hardware Issues,Monitor Issue
Application Issues,IT Team Please help clear this error
Hardware Issues,Unable to make calls from Cisco IP phone
Application Issues,"I am downloading all emails regularly to local PST on my machine, yet I am receiving ""Mailbox full"" message every other day."
Application Issues,Unable to login to skype using VPN
Application Issues,"Not able to access - google drive link, client is using drive for document sharing purpose."
Network Issues,My Data Card is not working
Application Issues,BI Publisher installation
Application Issues,Received SPAM Email.
Application Issues,Unable to view all the folders in Shared drive.
Application Issues,KPMG homepage not loading
Application Issues,Re-Konnect user name is locked
Hosted Applications,MS Outlook not working.
Application Issues,Unable to access VPN.
Application Issues,Installation of MS Visio 2013 in new System.
Application Issues,Unable to connect to VPN -
Application Issues,Not able to watch trainings
Login issues,user can not login the system.
Application Issues,Unable to login to Rekonnect
Application Issues,Fonts installation
Application Issues,Skype issue
Application Issues,I am not added to the HUB Portal
Application Issues,Incorrect EmpID on Support Central
Application Issues,Incorrect EmpID on support central
Application Issues,"The status of my contacts in Skype are shown as ""Updating"" ."
Application Issues,Unable to connect to the local shared drive.
Hardware Issues,Laptop Charger is not working.
Application Issues,"Dear Team, Skype does not work on the personal internet connection. Pls resolve If the request need to be open as SR, then pls tell me which option sh"
Application Issues,Unable to take print getting blocked confidential data detected. GR05C.08 th floor
Hosted Applications,To upgrade Alteryx on VDI
Hosted Applications,unable to fill SAP timesheet
UAT or Testing,
Operating System,SMART by GEP Plugin Issue - SR1934032 | Incident ID: 835138
Hosted Applications,"Capital IQ plugin is not working, its disabled."
Login issues,Unable to login to the system.
Operating System,Unable to login to system time restrictions. GR05C.08 th floor
Application Issues,"ReKonnect - Java is not working again. Settings have been done multiple times by an IT SPOC, Pritpal Singh. However, it's throwing the same error mess"
Application Issues,Plugin issue
Application Issues,Unable to print the documents.
Application Issues,Secure Apps Blocked
Operating System,unable to generate bit locker recovery key GR05.08.75
Application Issues,Outlook calendar issue
Application Issues,Chrome browser is unresponsive and does not work!! Takes very long to load.
Hardware Issues,User is facing issue with laptop slowness.
Hardware Issues,Loose display in laptop
Login issues,Frequently windows account is getting locked.
Hosted Applications,Delivery failure coming on UK Id if an email is being sent or received
Application Issues,Unable to connect the VPN working from home.
Operating System,need to run 0365 patches for user
Application Issues,"This is on behalf of Ayushi, her mandatory trainings are not working"
Network Issues,Internet not working
Application Issues,R-package to be installed on Alteryx set-up
Application Issues,"Please provide me with the printer access, snip as now I have moved out of GDC."
Hosted Applications,Please give me access for shared drive:////uknasdata07/IGSHARED/WIP/A/AstraZeneca/PURP
Operating System,"need access to a uk shared drive. However getIT link not working and if someone try to raise request on my behalf, my name is not coming as part of th"
Hosted Applications,Cant copy files from vmware desktop to local desktop
Application Issues,Skype for Business Mobile not logging in
Application Issues,KPMG create Addin not available in power point
Hardware Issues,getting Blue screen and restarted the system. Desk No:- 122.Building 5C.8th Floor
Network Issues,Data card not working
Hosted Applications,User unable to access internet through WIFI and LAN Kindly check.U
Hosted Applications,VM Outlook is not working
Hosted Applications,Secure Apps on Mobile Phone Blocked
Hardware Issues,I am unable to log in my audit laptop as I have not used it in past two months. Kindly correct the issue as my primary laptop keypad is not working an
Hosted Applications,Required Microsoft SQL Server Express 2017 and SQL Server Management Studio 2017 in UK VDI request has been raised for the same. Can you please forwar
Hosted Applications,Required Node.js and NPM in UK VDI request has been raised for the same. Can you please forward the template to expedite the request.
Hosted Applications,Unable to access GET IT on UK VDI every time it is redirecting me to logout page.
Application Issues,Emails are automatically being forwarded to India ID from UK mail box.
Application Issues,Printer Jammed
Application Issues,Unable to access Particular Excel files.
Operating System,Symantec detected and update required error. GR05C.08.049
Hardware Issues,Unable to login the extension
IP Phone,IM831288 - Incident Logged
Application Issues,Not able to login into PowerBI desktop application
Hosted Applications,Issue with VMWare
Hardware Issues,System is working very slow
Operating System,Trust relationship error
Application Issues,"Can't take skype call , speaker setting issue when calling through headphones"
Hosted Applications,Visual Studio not working on my UK VM. Enable lync and outlook on my UK VM.
Application Issues,Internet not working on Chrome
Application Issues,S&P Capital IQ not functioning properly
Operating System,Unable to connect to Azure VM RDP through VPN
Application Issues,Excel Add ins needed ( POWER QUERY and POWER PIVOT) for the purpose of business.
Operating System,Need access to copy paste function on VM ware
Operating System,Snipping tool access.
IP Phone,IP phone is not working.
Application Issues,Unable to access a specific site required for project purposes
Hardware Issues,Network device Down : INBLR1LABACCSW05 (10.210.130.235)
Hardware Issues,Network device Down : MPLS-NETMAGIC-091BANG623029276973 (Primary) (172.23.131.54)
Hardware Issues,Network link Down : MPLS-BLR1-091BANG623017147048 (Backup) to TCL MPLS Cloud (10.210.144.174)
Hardware Issues,Network device Down : MPLS-NETMAGIC-091BANG623029277009 (Backup) (10.77.248.126)
Network Issues,Network device Down : MPLS-NETMAGIC-091BANG623029276973 (Primary) (172.23.131.54)
Hosted Applications,"Excel is not working,"
Hardware Issues,My mouse is not working
Hardware Issues,RSA Token expired
Network Issues,Internet Issue
Operating System,log in issue
Operating System,Not able to connect to monitor
Display Configuration Issues,Please help me to adjust the zoom settings
Hardware Issues,Laptop turning off automatically
Application Issues,Not able to access Concur
Hardware Issues,Display not working
IP Phone,IP phone issue
Network Issues,Data card is not working
Hardware Issues,display issue
Application Issues,Outlook issue
Application Issues,"Skype - not available see status Available/Busy etc,..its updated as updating from last two days"
Application Issues,Unable to send mails.
Hardware Issues,Mouse issue
Hardware Issues,Mouse issue.
Hardware Issues,Monitor not working
Hardware Issues,need ISD activation for US Calls for business purpose.
Hardware Issues,Keyboard is not working
Hardware Issues,keyboard is not working
Hardware Issues,Monitor not working
Hardware Issues,Monitor not working
Application Issues,Skype is not yet activated.
Hardware Issues,Display issue
Application Issues,BCP ACCESS
Application Issues,unable to print documents from copier
Hardware Issues,Desktop not working properly.
Operating System,Wifi access issue not working
Hosted Applications,User is unable to see all folders in share drive.
Hardware Issues,Battery not detected it is showing in my laptop.
Application Issues,Unable to login to payroll portal
